Input,Output,ObservedProb,ExpectedProb
neop-a,neopa,0.0,0.1228924819910384
neop-a,neowa,1.0,0.8026469356754131
neop-a,neola,0.0,0.03723029116677414
neop-a,neoa,0.0,0.03723029116677414
neop-ta,neopta,1.0,0.9759300854019546
neop-ta,neowta,0.0,0.013426424974391395
neop-ta,neolta,0.0,0.005321744811827014
neop-ta,neota,0.0,0.005321744811827014
neop-e,neope,0.0,0.1228924819910384
neop-e,neowe,1.0,0.8026469356754131
neop-e,neole,0.0,0.03723029116677414
neop-e,neoe,0.0,0.03723029116677414
neop-te,neopte,1.0,0.9759300854019546
neop-te,neowte,0.0,0.013426424974391395
neop-te,neolte,0.0,0.005321744811827014
neop-te,neote,0.0,0.005321744811827014
ppaep-a,ppaepa,0.0,0.1228924819910384
ppaep-a,ppaewa,1.0,0.8026469356754131
ppaep-a,ppaela,0.0,0.03723029116677414
ppaep-a,ppaea,0.0,0.03723029116677414
ppaep-ta,ppaepta,1.0,0.9759300854019546
ppaep-ta,ppaewta,0.0,0.013426424974391395
ppaep-ta,ppaelta,0.0,0.005321744811827014
ppaep-ta,ppaeta,0.0,0.005321744811827014
ppaep-e,ppaepe,0.0,0.1228924819910384
ppaep-e,ppaewe,1.0,0.8026469356754131
ppaep-e,ppaele,0.0,0.03723029116677414
ppaep-e,ppaee,0.0,0.03723029116677414
ppaep-te,ppaepte,1.0,0.9759300854019546
ppaep-te,ppaewte,0.0,0.013426424974391395
ppaep-te,ppaelte,0.0,0.005321744811827014
ppaep-te,ppaete,0.0,0.005321744811827014
sep-a,sepa,0.0,0.1228924819910384
sep-a,sewa,1.0,0.8026469356754131
sep-a,sela,0.0,0.03723029116677414
sep-a,sea,0.0,0.03723029116677414
sep-ta,septa,1.0,0.9759300854019546
sep-ta,sewta,0.0,0.013426424974391395
sep-ta,selta,0.0,0.005321744811827014
sep-ta,seta,0.0,0.005321744811827014
sep-e,sepe,0.0,0.1228924819910384
sep-e,sewe,1.0,0.8026469356754131
sep-e,sele,0.0,0.03723029116677414
sep-e,see,0.0,0.03723029116677414
sep-te,septe,1.0,0.9759300854019546
sep-te,sewte,0.0,0.013426424974391395
sep-te,selte,0.0,0.005321744811827014
sep-te,sete,0.0,0.005321744811827014
ssep-a,ssepa,0.0,0.1228924819910384
ssep-a,ssewa,1.0,0.8026469356754131
ssep-a,ssela,0.0,0.03723029116677414
ssep-a,ssea,0.0,0.03723029116677414
ssep-ta,ssepta,1.0,0.9759300854019546
ssep-ta,ssewta,0.0,0.013426424974391395
ssep-ta,sselta,0.0,0.005321744811827014
ssep-ta,sseta,0.0,0.005321744811827014
ssep-e,ssepe,0.0,0.1228924819910384
ssep-e,ssewe,1.0,0.8026469356754131
ssep-e,ssele,0.0,0.03723029116677414
ssep-e,ssee,0.0,0.03723029116677414
ssep-te,ssepte,1.0,0.9759300854019546
ssep-te,ssewte,0.0,0.013426424974391395
ssep-te,sselte,0.0,0.005321744811827014
ssep-te,ssete,0.0,0.005321744811827014
gop-a,gopa,0.0,0.1228924819910384
gop-a,gowa,1.0,0.8026469356754131
gop-a,gola,0.0,0.03723029116677414
gop-a,goa,0.0,0.03723029116677414
gop-ta,gopta,1.0,0.9759300854019546
gop-ta,gowta,0.0,0.013426424974391395
gop-ta,golta,0.0,0.005321744811827014
gop-ta,gota,0.0,0.005321744811827014
gop-e,gope,0.0,0.1228924819910384
gop-e,gowe,1.0,0.8026469356754131
gop-e,gole,0.0,0.03723029116677414
gop-e,goe,0.0,0.03723029116677414
gop-te,gopte,1.0,0.9759300854019546
gop-te,gowte,0.0,0.013426424974391395
gop-te,golte,0.0,0.005321744811827014
gop-te,gote,0.0,0.005321744811827014
bwip-a,bwipa,0.0,0.1228924819910384
bwip-a,bwiwa,1.0,0.8026469356754131
bwip-a,bwila,0.0,0.03723029116677414
bwip-a,bwia,0.0,0.03723029116677414
bwip-ta,bwipta,1.0,0.9759300854019546
bwip-ta,bwiwta,0.0,0.013426424974391395
bwip-ta,bwilta,0.0,0.005321744811827014
bwip-ta,bwita,0.0,0.005321744811827014
bwip-e,bwipe,0.0,0.1228924819910384
bwip-e,bwiwe,1.0,0.8026469356754131
bwip-e,bwile,0.0,0.03723029116677414
bwip-e,bwie,0.0,0.03723029116677414
bwip-te,bwipte,1.0,0.9759300854019546
bwip-te,bwiwte,0.0,0.013426424974391395
bwip-te,bwilte,0.0,0.005321744811827014
bwip-te,bwite,0.0,0.005321744811827014
seup-a,seupa,0.0,0.1228924819910384
seup-a,seuwa,1.0,0.8026469356754131
seup-a,seula,0.0,0.03723029116677414
seup-a,seua,0.0,0.03723029116677414
seup-ta,seupta,1.0,0.9759300854019546
seup-ta,seuwta,0.0,0.013426424974391395
seup-ta,seulta,0.0,0.005321744811827014
seup-ta,seuta,0.0,0.005321744811827014
seup-e,seupe,0.0,0.1228924819910384
seup-e,seuwe,1.0,0.8026469356754131
seup-e,seule,0.0,0.03723029116677414
seup-e,seue,0.0,0.03723029116677414
seup-te,seupte,1.0,0.9759300854019546
seup-te,seuwte,0.0,0.013426424974391395
seup-te,seulte,0.0,0.005321744811827014
seup-te,seute,0.0,0.005321744811827014
dep-a,depa,0.0,0.1228924819910384
dep-a,dewa,1.0,0.8026469356754131
dep-a,dela,0.0,0.03723029116677414
dep-a,dea,0.0,0.03723029116677414
dep-ta,depta,1.0,0.9759300854019546
dep-ta,dewta,0.0,0.013426424974391395
dep-ta,delta,0.0,0.005321744811827014
dep-ta,deta,0.0,0.005321744811827014
dep-e,depe,0.0,0.1228924819910384
dep-e,dewe,1.0,0.8026469356754131
dep-e,dele,0.0,0.03723029116677414
dep-e,dee,0.0,0.03723029116677414
dep-te,depte,1.0,0.9759300854019546
dep-te,dewte,0.0,0.013426424974391395
dep-te,delte,0.0,0.005321744811827014
dep-te,dete,0.0,0.005321744811827014
dop-a,dopa,0.0,0.1228924819910384
dop-a,dowa,1.0,0.8026469356754131
dop-a,dola,0.0,0.03723029116677414
dop-a,doa,0.0,0.03723029116677414
dop-ta,dopta,1.0,0.9759300854019546
dop-ta,dowta,0.0,0.013426424974391395
dop-ta,dolta,0.0,0.005321744811827014
dop-ta,dota,0.0,0.005321744811827014
dop-e,dope,0.0,0.1228924819910384
dop-e,dowe,1.0,0.8026469356754131
dop-e,dole,0.0,0.03723029116677414
