Input,Output,ObservedProb,ExpectedProb
neop-a,neopa,0.0,0.08899220565545639
neop-a,neowa,1.0,0.863003207342834
neop-a,neola,0.0,0.024002293500854772
neop-a,neoa,0.0,0.024002293500854772
neop-ta,neopta,1.0,0.9821027050797662
neop-ta,neowta,0.0,0.014245029262680058
neop-ta,neolta,0.0,0.001826132828776865
neop-ta,neota,0.0,0.001826132828776865
neop-e,neope,0.0,0.08899220565545639
neop-e,neowe,1.0,0.863003207342834
neop-e,neole,0.0,0.024002293500854772
neop-e,neoe,0.0,0.024002293500854772
neop-te,neopte,1.0,0.9821027050797662
neop-te,neowte,0.0,0.014245029262680058
neop-te,neolte,0.0,0.001826132828776865
neop-te,neote,0.0,0.001826132828776865
neop-i,neopi,0.0,0.08899220565545639
neop-i,neowi,1.0,0.863003207342834
neop-i,neoli,0.0,0.024002293500854772
neop-i,neoi,0.0,0.024002293500854772
neop-ti,neopti,1.0,0.9821027050797662
neop-ti,neowti,0.0,0.014245029262680058
neop-ti,neolti,0.0,0.001826132828776865
neop-ti,neoti,0.0,0.001826132828776865
ppaep-a,ppaepa,0.0,0.08899220565545639
ppaep-a,ppaewa,1.0,0.863003207342834
ppaep-a,ppaela,0.0,0.024002293500854772
ppaep-a,ppaea,0.0,0.024002293500854772
ppaep-ta,ppaepta,1.0,0.9821027050797662
ppaep-ta,ppaewta,0.0,0.014245029262680058
ppaep-ta,ppaelta,0.0,0.001826132828776865
ppaep-ta,ppaeta,0.0,0.001826132828776865
ppaep-e,ppaepe,0.0,0.08899220565545639
ppaep-e,ppaewe,1.0,0.863003207342834
ppaep-e,ppaele,0.0,0.024002293500854772
ppaep-e,ppaee,0.0,0.024002293500854772
ppaep-te,ppaepte,1.0,0.9821027050797662
ppaep-te,ppaewte,0.0,0.014245029262680058
ppaep-te,ppaelte,0.0,0.001826132828776865
ppaep-te,ppaete,0.0,0.001826132828776865
ppaep-i,ppaepi,0.0,0.08899220565545639
ppaep-i,ppaewi,1.0,0.863003207342834
ppaep-i,ppaeli,0.0,0.024002293500854772
ppaep-i,ppaei,0.0,0.024002293500854772
ppaep-ti,ppaepti,1.0,0.9821027050797662
ppaep-ti,ppaewti,0.0,0.014245029262680058
ppaep-ti,ppaelti,0.0,0.001826132828776865
ppaep-ti,ppaeti,0.0,0.001826132828776865
sep-a,sepa,0.0,0.08899220565545639
sep-a,sewa,1.0,0.863003207342834
sep-a,sela,0.0,0.024002293500854772
sep-a,sea,0.0,0.024002293500854772
