Input,Output,ObservedProb,ExpectedProb
neop-a,neopa,0.0,0.30473459396655184
neop-a,neowa,1.0,0.6049712003707043
neop-a,neola,0.0,0.04514710283137191
neop-a,neoa,0.0,0.04514710283137191
neop-ta,neopta,1.0,0.4652777789757606
neop-ta,neowta,0.0,0.4652777789757606
neop-ta,neolta,0.0,0.034722221024239365
neop-ta,neota,0.0,0.034722221024239365
ppaep-a,ppaepa,0.0,0.30473459396655184
ppaep-a,ppaewa,1.0,0.6049712003707043
ppaep-a,ppaela,0.0,0.04514710283137191
ppaep-a,ppaea,0.0,0.04514710283137191
ppaep-ta,ppaepta,1.0,0.4652777789757606
ppaep-ta,ppaewta,0.0,0.4652777789757606
ppaep-ta,ppaelta,0.0,0.034722221024239365
ppaep-ta,ppaeta,0.0,0.034722221024239365
sep-a,sepa,0.0,0.30473459396655184
sep-a,sewa,1.0,0.6049712003707043
sep-a,sela,0.0,0.04514710283137191
sep-a,sea,0.0,0.04514710283137191
sep-ta,septa,1.0,0.4652777789757606
sep-ta,sewta,0.0,0.4652777789757606
sep-ta,selta,0.0,0.034722221024239365
sep-ta,seta,0.0,0.034722221024239365
ssep-a,ssepa,0.0,0.30473459396655184
ssep-a,ssewa,1.0,0.6049712003707043
ssep-a,ssela,0.0,0.04514710283137191
ssep-a,ssea,0.0,0.04514710283137191
ssep-ta,ssepta,1.0,0.4652777789757606
ssep-ta,ssewta,0.0,0.4652777789757606
ssep-ta,sselta,0.0,0.034722221024239365
ssep-ta,sseta,0.0,0.034722221024239365
gop-a,gopa,0.0,0.30473459396655184
gop-a,gowa,1.0,0.6049712003707043
gop-a,gola,0.0,0.04514710283137191
gop-a,goa,0.0,0.04514710283137191
gop-ta,gopta,1.0,0.4652777789757606
gop-ta,gowta,0.0,0.4652777789757606
gop-ta,golta,0.0,0.034722221024239365
gop-ta,gota,0.0,0.034722221024239365
bwip-a,bwipa,0.0,0.30473459396655184
bwip-a,bwiwa,1.0,0.6049712003707043
bwip-a,bwila,0.0,0.04514710283137191
bwip-a,bwia,0.0,0.04514710283137191
bwip-ta,bwipta,1.0,0.4652777789757606
bwip-ta,bwiwta,0.0,0.4652777789757606
bwip-ta,bwilta,0.0,0.034722221024239365
bwip-ta,bwita,0.0,0.034722221024239365
seup-a,seupa,0.0,0.30473459396655184
seup-a,seuwa,1.0,0.6049712003707043
seup-a,seula,0.0,0.04514710283137191
seup-a,seua,0.0,0.04514710283137191
seup-ta,seupta,1.0,0.4652777789757606
seup-ta,seuwta,0.0,0.4652777789757606
seup-ta,seulta,0.0,0.034722221024239365
seup-ta,seuta,0.0,0.034722221024239365
dep-a,depa,0.0,0.30473459396655184
dep-a,dewa,1.0,0.6049712003707043
dep-a,dela,0.0,0.04514710283137191
dep-a,dea,0.0,0.04514710283137191
dep-ta,depta,1.0,0.4652777789757606
dep-ta,dewta,0.0,0.4652777789757606
dep-ta,delta,0.0,0.034722221024239365
dep-ta,deta,0.0,0.034722221024239365
dop-a,dopa,0.0,0.30473459396655184
dop-a,dowa,1.0,0.6049712003707043
dop-a,dola,0.0,0.04514710283137191
dop-a,doa,0.0,0.04514710283137191
dop-ta,dopta,1.0,0.4652777789757606
dop-ta,dowta,0.0,0.4652777789757606
dop-ta,dolta,0.0,0.034722221024239365
dop-ta,dota,0.0,0.034722221024239365
baep-a,baepa,0.0,0.30473459396655184
baep-a,baewa,1.0,0.6049712003707043
baep-a,baela,0.0,0.04514710283137191
baep-a,baea,0.0,0.04514710283137191
baep-ta,baepta,1.0,0.4652777789757606
baep-ta,baewta,0.0,0.4652777789757606
baep-ta,baelta,0.0,0.034722221024239365
baep-ta,baeta,0.0,0.034722221024239365
nep-a,nepa,0.0,0.30473459396655184
nep-a,newa,1.0,0.6049712003707043
nep-a,nela,0.0,0.04514710283137191
nep-a,nea,0.0,0.04514710283137191
nep-ta,nepta,1.0,0.4652777789757606
nep-ta,newta,0.0,0.4652777789757606
nep-ta,nelta,0.0,0.034722221024239365
nep-ta,neta,0.0,0.034722221024239365
kkeup-a,kkeupa,0.0,0.30473459396655184
kkeup-a,kkeuwa,1.0,0.6049712003707043
kkeup-a,kkeula,0.0,0.04514710283137191
kkeup-a,kkeua,0.0,0.04514710283137191
kkeup-ta,kkeupta,1.0,0.4652777789757606
kkeup-ta,kkeuwta,0.0,0.4652777789757606
kkeup-ta,kkeulta,0.0,0.034722221024239365
kkeup-ta,kkeuta,0.0,0.034722221024239365
moep-a,moepa,0.0,0.30473459396655184
moep-a,moewa,1.0,0.6049712003707043
moep-a,moela,0.0,0.04514710283137191
moep-a,moea,0.0,0.04514710283137191
moep-ta,moepta,1.0,0.4652777789757606
moep-ta,moewta,0.0,0.4652777789757606
moep-ta,moelta,0.0,0.034722221024239365
moep-ta,moeta,0.0,0.034722221024239365
kkip-a,kkipa,0.0,0.30473459396655184
kkip-a,kkiwa,1.0,0.6049712003707043
kkip-a,kkila,0.0,0.04514710283137191
kkip-a,kkia,0.0,0.04514710283137191
