Input,Output,ObservedProb,ExpectedProb
neop-a,neopa,0.0,0.07578665563187091
neop-a,neowa,1.0,0.8942192602133813
neop-a,neola,0.0,0.014997042077373927
neop-a,neoa,0.0,0.014997042077373927
neop-ta,neopta,1.0,0.9744296627720058
neop-ta,neowta,0.0,0.024740486792101255
neop-ta,neolta,0.0,0.00041492521794634474
neop-ta,neota,0.0,0.00041492521794634474
neop-e,neope,0.0,0.07578665563187091
neop-e,neowe,1.0,0.8942192602133813
neop-e,neole,0.0,0.014997042077373927
neop-e,neoe,0.0,0.014997042077373927
neop-te,neopte,1.0,0.9744296627720058
neop-te,neowte,0.0,0.024740486792101255
neop-te,neolte,0.0,0.00041492521794634474
neop-te,neote,0.0,0.00041492521794634474
neop-i,neopi,0.0,0.07578665563187091
neop-i,neowi,1.0,0.8942192602133813
neop-i,neoli,0.0,0.014997042077373927
neop-i,neoi,0.0,0.014997042077373927
neop-ti,neopti,1.0,0.9744296627720058
neop-ti,neowti,0.0,0.024740486792101255
neop-ti,neolti,0.0,0.00041492521794634474
neop-ti,neoti,0.0,0.00041492521794634474
neop-o,neopo,0.0,0.07578665563187091
neop-o,neowo,1.0,0.8942192602133813
neop-o,neolo,0.0,0.014997042077373927
neop-o,neoo,0.0,0.014997042077373927
neop-to,neopto,1.0,0.9744296627720058
neop-to,neowto,0.0,0.024740486792101255
neop-to,neolto,0.0,0.00041492521794634474
neop-to,neoto,0.0,0.00041492521794634474
ppaep-a,ppaepa,0.0,0.07578665563187091
ppaep-a,ppaewa,1.0,0.8942192602133813
ppaep-a,ppaela,0.0,0.014997042077373927
ppaep-a,ppaea,0.0,0.014997042077373927
ppaep-ta,ppaepta,1.0,0.9744296627720058
ppaep-ta,ppaewta,0.0,0.024740486792101255
ppaep-ta,ppaelta,0.0,0.00041492521794634474
ppaep-ta,ppaeta,0.0,0.00041492521794634474
ppaep-e,ppaepe,0.0,0.07578665563187091
ppaep-e,ppaewe,1.0,0.8942192602133813
ppaep-e,ppaele,0.0,0.014997042077373927
ppaep-e,ppaee,0.0,0.014997042077373927
ppaep-te,ppaepte,1.0,0.9744296627720058
ppaep-te,ppaewte,0.0,0.024740486792101255
ppaep-te,ppaelte,0.0,0.00041492521794634474
ppaep-te,ppaete,0.0,0.00041492521794634474
ppaep-i,ppaepi,0.0,0.07578665563187091
ppaep-i,ppaewi,1.0,0.8942192602133813
ppaep-i,ppaeli,0.0,0.014997042077373927
ppaep-i,ppaei,0.0,0.014997042077373927
ppaep-ti,ppaepti,1.0,0.9744296627720058
ppaep-ti,ppaewti,0.0,0.024740486792101255
ppaep-ti,ppaelti,0.0,0.00041492521794634474
ppaep-ti,ppaeti,0.0,0.00041492521794634474
ppaep-o,ppaepo,0.0,0.07578665563187091
ppaep-o,ppaewo,1.0,0.8942192602133813
ppaep-o,ppaelo,0.0,0.014997042077373927
ppaep-o,ppaeo,0.0,0.014997042077373927
ppaep-to,ppaepto,1.0,0.9744296627720058
ppaep-to,ppaewto,0.0,0.024740486792101255
ppaep-to,ppaelto,0.0,0.00041492521794634474
ppaep-to,ppaeto,0.0,0.00041492521794634474
sep-a,sepa,0.0,0.07578665563187091
sep-a,sewa,1.0,0.8942192602133813
sep-a,sela,0.0,0.014997042077373927
sep-a,sea,0.0,0.014997042077373927
sep-ta,septa,1.0,0.9744296627720058
sep-ta,sewta,0.0,0.024740486792101255
sep-ta,selta,0.0,0.00041492521794634474
sep-ta,seta,0.0,0.00041492521794634474
sep-e,sepe,0.0,0.07578665563187091
sep-e,sewe,1.0,0.8942192602133813
sep-e,sele,0.0,0.014997042077373927
sep-e,see,0.0,0.014997042077373927
sep-te,septe,1.0,0.9744296627720058
sep-te,sewte,0.0,0.024740486792101255
sep-te,selte,0.0,0.00041492521794634474
sep-te,sete,0.0,0.00041492521794634474
sep-i,sepi,0.0,0.07578665563187091
sep-i,sewi,1.0,0.8942192602133813
sep-i,seli,0.0,0.014997042077373927
sep-i,sei,0.0,0.014997042077373927
sep-ti,septi,1.0,0.9744296627720058
sep-ti,sewti,0.0,0.024740486792101255
sep-ti,selti,0.0,0.00041492521794634474
sep-ti,seti,0.0,0.00041492521794634474
sep-o,sepo,0.0,0.07578665563187091
sep-o,sewo,1.0,0.8942192602133813
sep-o,selo,0.0,0.014997042077373927
sep-o,seo,0.0,0.014997042077373927
sep-to,septo,1.0,0.9744296627720058
sep-to,sewto,0.0,0.024740486792101255
sep-to,selto,0.0,0.00041492521794634474
sep-to,seto,0.0,0.00041492521794634474
ssep-a,ssepa,0.0,0.07578665563187091
ssep-a,ssewa,1.0,0.8942192602133813
ssep-a,ssela,0.0,0.014997042077373927
ssep-a,ssea,0.0,0.014997042077373927
ssep-ta,ssepta,1.0,0.9744296627720058
ssep-ta,ssewta,0.0,0.024740486792101255
ssep-ta,sselta,0.0,0.00041492521794634474
ssep-ta,sseta,0.0,0.00041492521794634474
ssep-e,ssepe,0.0,0.07578665563187091
ssep-e,ssewe,1.0,0.8942192602133813
ssep-e,ssele,0.0,0.014997042077373927
ssep-e,ssee,0.0,0.014997042077373927
ssep-te,ssepte,1.0,0.9744296627720058
ssep-te,ssewte,0.0,0.024740486792101255
ssep-te,sselte,0.0,0.00041492521794634474
ssep-te,ssete,0.0,0.00041492521794634474
ssep-i,ssepi,0.0,0.07578665563187091
ssep-i,ssewi,1.0,0.8942192602133813
ssep-i,sseli,0.0,0.014997042077373927
ssep-i,ssei,0.0,0.014997042077373927
ssep-ti,ssepti,1.0,0.9744296627720058
ssep-ti,ssewti,0.0,0.024740486792101255
ssep-ti,sselti,0.0,0.00041492521794634474
ssep-ti,sseti,0.0,0.00041492521794634474
ssep-o,ssepo,0.0,0.07578665563187091
ssep-o,ssewo,1.0,0.8942192602133813
ssep-o,sselo,0.0,0.014997042077373927
ssep-o,sseo,0.0,0.014997042077373927
ssep-to,ssepto,1.0,0.9744296627720058
ssep-to,ssewto,0.0,0.024740486792101255
ssep-to,sselto,0.0,0.00041492521794634474
ssep-to,sseto,0.0,0.00041492521794634474
gop-a,gopa,0.0,0.07578665563187091
gop-a,gowa,1.0,0.8942192602133813
gop-a,gola,0.0,0.014997042077373927
gop-a,goa,0.0,0.014997042077373927
gop-ta,gopta,1.0,0.9744296627720058
gop-ta,gowta,0.0,0.024740486792101255
gop-ta,golta,0.0,0.00041492521794634474
gop-ta,gota,0.0,0.00041492521794634474
gop-e,gope,0.0,0.07578665563187091
gop-e,gowe,1.0,0.8942192602133813
gop-e,gole,0.0,0.014997042077373927
gop-e,goe,0.0,0.014997042077373927
gop-te,gopte,1.0,0.9744296627720058
gop-te,gowte,0.0,0.024740486792101255
gop-te,golte,0.0,0.00041492521794634474
gop-te,gote,0.0,0.00041492521794634474
gop-i,gopi,0.0,0.07578665563187091
gop-i,gowi,1.0,0.8942192602133813
gop-i,goli,0.0,0.014997042077373927
gop-i,goi,0.0,0.014997042077373927
gop-ti,gopti,1.0,0.9744296627720058
