Input,Output,ObservedProb,ExpectedProb
tat-a,tata,0.0,0.5000529078839019
tat-a,tala,1.0,0.24997354605804906
tat-a,taa,0.0,0.24997354605804906
tat-ta,tatta,1.0,0.9285729893879724
tat-ta,talta,0.0,0.03571350530601374
tat-ta,tata,0.0,0.03571350530601374
tat-e,tate,0.0,0.5000529078839019
tat-e,tale,1.0,0.24997354605804906
tat-e,tae,0.0,0.24997354605804906
tat-te,tatte,1.0,0.9285729893879724
tat-te,talte,0.0,0.03571350530601374
tat-te,tate,0.0,0.03571350530601374
jat-a,jata,0.0,0.5000529078839019
jat-a,jala,1.0,0.24997354605804906
jat-a,jaa,0.0,0.24997354605804906
jat-ta,jatta,1.0,0.9285729893879724
jat-ta,jalta,0.0,0.03571350530601374
jat-ta,jata,0.0,0.03571350530601374
jat-e,jate,0.0,0.5000529078839019
jat-e,jale,1.0,0.24997354605804906
jat-e,jae,0.0,0.24997354605804906
jat-te,jatte,1.0,0.9285729893879724
jat-te,jalte,0.0,0.03571350530601374
jat-te,jate,0.0,0.03571350530601374
ket-a,keta,0.0,0.5000529078839019
ket-a,kela,1.0,0.24997354605804906
ket-a,kea,0.0,0.24997354605804906
ket-ta,ketta,1.0,0.9285729893879724
ket-ta,kelta,0.0,0.03571350530601374
ket-ta,keta,0.0,0.03571350530601374
ket-e,kete,0.0,0.5000529078839019
ket-e,kele,1.0,0.24997354605804906
ket-e,kee,0.0,0.24997354605804906
ket-te,kette,1.0,0.9285729893879724
ket-te,kelte,0.0,0.03571350530601374
ket-te,kete,0.0,0.03571350530601374
pot-a,pota,0.0,0.5000529078839019
pot-a,pola,1.0,0.24997354605804906
pot-a,poa,0.0,0.24997354605804906
pot-ta,potta,1.0,0.9285729893879724
pot-ta,polta,0.0,0.03571350530601374
pot-ta,pota,0.0,0.03571350530601374
pot-e,pote,0.0,0.5000529078839019
pot-e,pole,1.0,0.24997354605804906
pot-e,poe,0.0,0.24997354605804906
pot-te,potte,1.0,0.9285729893879724
pot-te,polte,0.0,0.03571350530601374
pot-te,pote,0.0,0.03571350530601374
chit-a,chita,0.0,0.5000529078839019
chit-a,chila,1.0,0.24997354605804906
chit-a,chia,0.0,0.24997354605804906
chit-ta,chitta,1.0,0.9285729893879724
chit-ta,chilta,0.0,0.03571350530601374
chit-ta,chita,0.0,0.03571350530601374
chit-e,chite,0.0,0.5000529078839019
chit-e,chile,1.0,0.24997354605804906
chit-e,chie,0.0,0.24997354605804906
chit-te,chitte,1.0,0.9285729893879724
chit-te,chilte,0.0,0.03571350530601374
chit-te,chite,0.0,0.03571350530601374
ppeut-a,ppeuta,1.0,0.5908584082994539
ppeut-a,ppeula,0.0,0.204570795850273
ppeut-a,ppeua,0.0,0.204570795850273
ppeut-ta,ppeutta,1.0,0.9285729893879724
ppeut-ta,ppeulta,0.0,0.03571350530601374
ppeut-ta,ppeuta,0.0,0.03571350530601374
ppeut-e,ppeute,1.0,0.5908584082994539
ppeut-e,ppeule,0.0,0.204570795850273
ppeut-e,ppeue,0.0,0.204570795850273
ppeut-te,ppeutte,1.0,0.9285729893879724
ppeut-te,ppeulte,0.0,0.03571350530601374
ppeut-te,ppeute,0.0,0.03571350530601374
goet-a,goeta,1.0,0.5908584082994539
goet-a,goela,0.0,0.204570795850273
goet-a,goea,0.0,0.204570795850273
goet-ta,goetta,1.0,0.9285729893879724
goet-ta,goelta,0.0,0.03571350530601374
goet-ta,goeta,0.0,0.03571350530601374
goet-e,goete,1.0,0.5908584082994539
goet-e,goele,0.0,0.204570795850273
goet-e,goee,0.0,0.204570795850273
goet-te,goette,1.0,0.9285729893879724
goet-te,goelte,0.0,0.03571350530601374
goet-te,goete,0.0,0.03571350530601374
jot-a,jota,1.0,0.5908584082994539
jot-a,jola,0.0,0.204570795850273
jot-a,joa,0.0,0.204570795850273
jot-ta,jotta,1.0,0.9285729893879724
jot-ta,jolta,0.0,0.03571350530601374
jot-ta,jota,0.0,0.03571350530601374
jot-e,jote,1.0,0.5908584082994539
jot-e,jole,0.0,0.204570795850273
jot-e,joe,0.0,0.204570795850273
jot-te,jotte,1.0,0.9285729893879724
jot-te,jolte,0.0,0.03571350530601374
jot-te,jote,0.0,0.03571350530601374
pput-a,pputa,1.0,0.5908584082994539
pput-a,ppula,0.0,0.204570795850273
pput-a,ppua,0.0,0.204570795850273
pput-ta,pputta,1.0,0.9285729893879724
pput-ta,ppulta,0.0,0.03571350530601374
pput-ta,pputa,0.0,0.03571350530601374
pput-e,ppute,1.0,0.5908584082994539
pput-e,ppule,0.0,0.204570795850273
pput-e,ppue,0.0,0.204570795850273
pput-te,pputte,1.0,0.9285729893879724
pput-te,ppulte,0.0,0.03571350530601374
pput-te,ppute,0.0,0.03571350530601374
nat-a,nata,1.0,0.5908584082994539
nat-a,nala,0.0,0.204570795850273
nat-a,naa,0.0,0.204570795850273
nat-ta,natta,1.0,0.9285729893879724
nat-ta,nalta,0.0,0.03571350530601374
nat-ta,nata,0.0,0.03571350530601374
nat-e,nate,1.0,0.5908584082994539
nat-e,nale,0.0,0.204570795850273
nat-e,nae,0.0,0.204570795850273
nat-te,natte,1.0,0.9285729893879724
nat-te,nalte,0.0,0.03571350530601374
nat-te,nate,0.0,0.03571350530601374
kkut-a,kkuta,1.0,0.5908584082994539
kkut-a,kkula,0.0,0.204570795850273
kkut-a,kkua,0.0,0.204570795850273
kkut-ta,kkutta,1.0,0.9285729893879724
kkut-ta,kkulta,0.0,0.03571350530601374
kkut-ta,kkuta,0.0,0.03571350530601374
kkut-e,kkute,1.0,0.5908584082994539
kkut-e,kkule,0.0,0.204570795850273
kkut-e,kkue,0.0,0.204570795850273
kkut-te,kkutte,1.0,0.9285729893879724
kkut-te,kkulte,0.0,0.03571350530601374
kkut-te,kkute,0.0,0.03571350530601374
sit-a,sita,1.0,0.5908584082994539
sit-a,sila,0.0,0.204570795850273
sit-a,sia,0.0,0.204570795850273
sit-ta,sitta,1.0,0.9285729893879724
sit-ta,silta,0.0,0.03571350530601374
sit-ta,sita,0.0,0.03571350530601374
sit-e,site,1.0,0.5908584082994539
sit-e,sile,0.0,0.204570795850273
sit-e,sie,0.0,0.204570795850273
sit-te,sitte,1.0,0.9285729893879724
sit-te,silte,0.0,0.03571350530601374
sit-te,site,0.0,0.03571350530601374
ges-a,gesa,0.0,0.5000529078839019
ges-a,gela,0.0,0.24997354605804906
ges-a,gea,1.0,0.24997354605804906
ges-ta,getta,1.0,0.9285729893879724
ges-ta,gelta,0.0,0.03571350530601374
ges-ta,geta,0.0,0.03571350530601374
ges-e,gese,0.0,0.5000529078839019
ges-e,gele,0.0,0.24997354605804906
ges-e,gee,1.0,0.24997354605804906
ges-te,gette,1.0,0.9285729893879724
ges-te,gelte,0.0,0.03571350530601374
ges-te,gete,0.0,0.03571350530601374
kkaes-a,kkaesa,0.0,0.5000529078839019
kkaes-a,kkaela,0.0,0.24997354605804906
kkaes-a,kkaea,1.0,0.24997354605804906
kkaes-ta,kkaetta,1.0,0.9285729893879724
kkaes-ta,kkaelta,0.0,0.03571350530601374
kkaes-ta,kkaeta,0.0,0.03571350530601374
kkaes-e,kkaese,0.0,0.5000529078839019
kkaes-e,kkaele,0.0,0.24997354605804906
kkaes-e,kkaee,1.0,0.24997354605804906
kkaes-te,kkaette,1.0,0.9285729893879724
kkaes-te,kkaelte,0.0,0.03571350530601374
kkaes-te,kkaete,0.0,0.03571350530601374
hoes-a,hoesa,0.0,0.5000529078839019
hoes-a,hoela,0.0,0.24997354605804906
hoes-a,hoea,1.0,0.24997354605804906
hoes-ta,hoetta,1.0,0.9285729893879724
hoes-ta,hoelta,0.0,0.03571350530601374
hoes-ta,hoeta,0.0,0.03571350530601374
hoes-e,hoese,0.0,0.5000529078839019
hoes-e,hoele,0.0,0.24997354605804906
hoes-e,hoee,1.0,0.24997354605804906
hoes-te,hoette,1.0,0.9285729893879724
hoes-te,hoelte,0.0,0.03571350530601374
hoes-te,hoete,0.0,0.03571350530601374
koes-a,koesa,0.0,0.5000529078839019
koes-a,koela,0.0,0.24997354605804906
koes-a,koea,1.0,0.24997354605804906
koes-ta,koetta,1.0,0.9285729893879724
koes-ta,koelta,0.0,0.03571350530601374
koes-ta,koeta,0.0,0.03571350530601374
koes-e,koese,0.0,0.5000529078839019
koes-e,koele,0.0,0.24997354605804906
koes-e,koee,1.0,0.24997354605804906
koes-te,koette,1.0,0.9285729893879724
koes-te,koelte,0.0,0.03571350530601374
koes-te,koete,0.0,0.03571350530601374
nos-a,nosa,0.0,0.5000529078839019
nos-a,nola,0.0,0.24997354605804906
nos-a,noa,1.0,0.24997354605804906
nos-ta,notta,1.0,0.9285729893879724
nos-ta,nolta,0.0,0.03571350530601374
nos-ta,nota,0.0,0.03571350530601374
nos-e,nose,0.0,0.5000529078839019
nos-e,nole,0.0,0.24997354605804906
