Input,Output,ObservedProb,ExpectedProb
tat-a,tata,0.0,0.795191009023241
tat-a,tala,1.0,0.10240449548837957
tat-a,taa,0.0,0.10240449548837947
tat-ta,tatta,1.0,0.9593397966354713
tat-ta,talta,0.0,0.020330101682264325
tat-ta,tata,0.0,0.020330101682264304
tat-e,tate,0.0,0.795191009023241
tat-e,tale,1.0,0.10240449548837957
tat-e,tae,0.0,0.10240449548837947
tat-te,tatte,1.0,0.9593397966354713
tat-te,talte,0.0,0.020330101682264325
tat-te,tate,0.0,0.020330101682264304
tat-i,tati,0.0,0.795191009023241
tat-i,tali,1.0,0.10240449548837957
tat-i,tai,0.0,0.10240449548837947
tat-ti,tatti,1.0,0.9593397966354713
tat-ti,talti,0.0,0.020330101682264325
tat-ti,tati,0.0,0.020330101682264304
tat-o,tato,0.0,0.795191009023241
tat-o,talo,1.0,0.10240449548837957
tat-o,tao,0.0,0.10240449548837947
tat-to,tatto,1.0,0.9593397966354713
tat-to,talto,0.0,0.020330101682264325
tat-to,tato,0.0,0.020330101682264304
jat-a,jata,0.0,0.795191009023241
jat-a,jala,1.0,0.10240449548837957
jat-a,jaa,0.0,0.10240449548837947
jat-ta,jatta,1.0,0.9593397966354713
jat-ta,jalta,0.0,0.020330101682264325
jat-ta,jata,0.0,0.020330101682264304
jat-e,jate,0.0,0.795191009023241
jat-e,jale,1.0,0.10240449548837957
jat-e,jae,0.0,0.10240449548837947
jat-te,jatte,1.0,0.9593397966354713
jat-te,jalte,0.0,0.020330101682264325
jat-te,jate,0.0,0.020330101682264304
jat-i,jati,0.0,0.795191009023241
jat-i,jali,1.0,0.10240449548837957
jat-i,jai,0.0,0.10240449548837947
jat-ti,jatti,1.0,0.9593397966354713
jat-ti,jalti,0.0,0.020330101682264325
jat-ti,jati,0.0,0.020330101682264304
jat-o,jato,0.0,0.795191009023241
jat-o,jalo,1.0,0.10240449548837957
jat-o,jao,0.0,0.10240449548837947
jat-to,jatto,1.0,0.9593397966354713
jat-to,jalto,0.0,0.020330101682264325
jat-to,jato,0.0,0.020330101682264304
ket-a,keta,0.0,0.795191009023241
ket-a,kela,1.0,0.10240449548837957
ket-a,kea,0.0,0.10240449548837947
ket-ta,ketta,1.0,0.9593397966354713
ket-ta,kelta,0.0,0.020330101682264325
ket-ta,keta,0.0,0.020330101682264304
ket-e,kete,0.0,0.795191009023241
ket-e,kele,1.0,0.10240449548837957
ket-e,kee,0.0,0.10240449548837947
ket-te,kette,1.0,0.9593397966354713
ket-te,kelte,0.0,0.020330101682264325
ket-te,kete,0.0,0.020330101682264304
ket-i,keti,0.0,0.795191009023241
ket-i,keli,1.0,0.10240449548837957
ket-i,kei,0.0,0.10240449548837947
ket-ti,ketti,1.0,0.9593397966354713
ket-ti,kelti,0.0,0.020330101682264325
ket-ti,keti,0.0,0.020330101682264304
ket-o,keto,0.0,0.795191009023241
ket-o,kelo,1.0,0.10240449548837957
ket-o,keo,0.0,0.10240449548837947
ket-to,ketto,1.0,0.9593397966354713
ket-to,kelto,0.0,0.020330101682264325
ket-to,keto,0.0,0.020330101682264304
pot-a,pota,0.0,0.795191009023241
pot-a,pola,1.0,0.10240449548837957
pot-a,poa,0.0,0.10240449548837947
pot-ta,potta,1.0,0.9593397966354713
pot-ta,polta,0.0,0.020330101682264325
pot-ta,pota,0.0,0.020330101682264304
pot-e,pote,0.0,0.795191009023241
pot-e,pole,1.0,0.10240449548837957
pot-e,poe,0.0,0.10240449548837947
pot-te,potte,1.0,0.9593397966354713
pot-te,polte,0.0,0.020330101682264325
pot-te,pote,0.0,0.020330101682264304
pot-i,poti,0.0,0.795191009023241
pot-i,poli,1.0,0.10240449548837957
pot-i,poi,0.0,0.10240449548837947
pot-ti,potti,1.0,0.9593397966354713
pot-ti,polti,0.0,0.020330101682264325
pot-ti,poti,0.0,0.020330101682264304
pot-o,poto,0.0,0.795191009023241
pot-o,polo,1.0,0.10240449548837957
pot-o,poo,0.0,0.10240449548837947
pot-to,potto,1.0,0.9593397966354713
pot-to,polto,0.0,0.020330101682264325
pot-to,poto,0.0,0.020330101682264304
chit-a,chita,0.0,0.795191009023241
chit-a,chila,1.0,0.10240449548837957
chit-a,chia,0.0,0.10240449548837947
chit-ta,chitta,1.0,0.9593397966354713
chit-ta,chilta,0.0,0.020330101682264325
chit-ta,chita,0.0,0.020330101682264304
chit-e,chite,0.0,0.795191009023241
chit-e,chile,1.0,0.10240449548837957
chit-e,chie,0.0,0.10240449548837947
chit-te,chitte,1.0,0.9593397966354713
chit-te,chilte,0.0,0.020330101682264325
chit-te,chite,0.0,0.020330101682264304
chit-i,chiti,0.0,0.795191009023241
chit-i,chili,1.0,0.10240449548837957
chit-i,chii,0.0,0.10240449548837947
chit-ti,chitti,1.0,0.9593397966354713
chit-ti,chilti,0.0,0.020330101682264325
chit-ti,chiti,0.0,0.020330101682264304
chit-o,chito,0.0,0.795191009023241
chit-o,chilo,1.0,0.10240449548837957
chit-o,chio,0.0,0.10240449548837947
chit-to,chitto,1.0,0.9593397966354713
chit-to,chilto,0.0,0.020330101682264325
chit-to,chito,0.0,0.020330101682264304
ppeut-a,ppeuta,1.0,0.795191009023241
ppeut-a,ppeula,0.0,0.10240449548837957
ppeut-a,ppeua,0.0,0.10240449548837947
ppeut-ta,ppeutta,1.0,0.9593397966354713
ppeut-ta,ppeulta,0.0,0.020330101682264325
ppeut-ta,ppeuta,0.0,0.020330101682264304
ppeut-e,ppeute,1.0,0.795191009023241
ppeut-e,ppeule,0.0,0.10240449548837957
ppeut-e,ppeue,0.0,0.10240449548837947
ppeut-te,ppeutte,1.0,0.9593397966354713
ppeut-te,ppeulte,0.0,0.020330101682264325
ppeut-te,ppeute,0.0,0.020330101682264304
ppeut-i,ppeuti,1.0,0.795191009023241
ppeut-i,ppeuli,0.0,0.10240449548837957
ppeut-i,ppeui,0.0,0.10240449548837947
ppeut-ti,ppeutti,1.0,0.9593397966354713
ppeut-ti,ppeulti,0.0,0.020330101682264325
ppeut-ti,ppeuti,0.0,0.020330101682264304
ppeut-o,ppeuto,1.0,0.795191009023241
ppeut-o,ppeulo,0.0,0.10240449548837957
ppeut-o,ppeuo,0.0,0.10240449548837947
ppeut-to,ppeutto,1.0,0.9593397966354713
ppeut-to,ppeulto,0.0,0.020330101682264325
ppeut-to,ppeuto,0.0,0.020330101682264304
goet-a,goeta,1.0,0.795191009023241
goet-a,goela,0.0,0.10240449548837957
goet-a,goea,0.0,0.10240449548837947
goet-ta,goetta,1.0,0.9593397966354713
goet-ta,goelta,0.0,0.020330101682264325
goet-ta,goeta,0.0,0.020330101682264304
goet-e,goete,1.0,0.795191009023241
goet-e,goele,0.0,0.10240449548837957
goet-e,goee,0.0,0.10240449548837947
goet-te,goette,1.0,0.9593397966354713
goet-te,goelte,0.0,0.020330101682264325
goet-te,goete,0.0,0.020330101682264304
goet-i,goeti,1.0,0.795191009023241
goet-i,goeli,0.0,0.10240449548837957
goet-i,goei,0.0,0.10240449548837947
goet-ti,goetti,1.0,0.9593397966354713
goet-ti,goelti,0.0,0.020330101682264325
goet-ti,goeti,0.0,0.020330101682264304
goet-o,goeto,1.0,0.795191009023241
goet-o,goelo,0.0,0.10240449548837957
goet-o,goeo,0.0,0.10240449548837947
goet-to,goetto,1.0,0.9593397966354713
goet-to,goelto,0.0,0.020330101682264325
goet-to,goeto,0.0,0.020330101682264304
jot-a,jota,1.0,0.795191009023241
jot-a,jola,0.0,0.10240449548837957
jot-a,joa,0.0,0.10240449548837947
jot-ta,jotta,1.0,0.9593397966354713
jot-ta,jolta,0.0,0.020330101682264325
jot-ta,jota,0.0,0.020330101682264304
jot-e,jote,1.0,0.795191009023241
jot-e,jole,0.0,0.10240449548837957
jot-e,joe,0.0,0.10240449548837947
jot-te,jotte,1.0,0.9593397966354713
jot-te,jolte,0.0,0.020330101682264325
jot-te,jote,0.0,0.020330101682264304
jot-i,joti,1.0,0.795191009023241
jot-i,joli,0.0,0.10240449548837957
jot-i,joi,0.0,0.10240449548837947
jot-ti,jotti,1.0,0.9593397966354713
jot-ti,jolti,0.0,0.020330101682264325
jot-ti,joti,0.0,0.020330101682264304
jot-o,joto,1.0,0.795191009023241
jot-o,jolo,0.0,0.10240449548837957
jot-o,joo,0.0,0.10240449548837947
jot-to,jotto,1.0,0.9593397966354713
jot-to,jolto,0.0,0.020330101682264325
jot-to,joto,0.0,0.020330101682264304
pput-a,pputa,1.0,0.795191009023241
pput-a,ppula,0.0,0.10240449548837957
pput-a,ppua,0.0,0.10240449548837947
pput-ta,pputta,1.0,0.9593397966354713
pput-ta,ppulta,0.0,0.020330101682264325
pput-ta,pputa,0.0,0.020330101682264304
pput-e,ppute,1.0,0.795191009023241
pput-e,ppule,0.0,0.10240449548837957
pput-e,ppue,0.0,0.10240449548837947
pput-te,pputte,1.0,0.9593397966354713
pput-te,ppulte,0.0,0.020330101682264325
pput-te,ppute,0.0,0.020330101682264304
pput-i,pputi,1.0,0.795191009023241
pput-i,ppuli,0.0,0.10240449548837957
pput-i,ppui,0.0,0.10240449548837947
pput-ti,pputti,1.0,0.9593397966354713
pput-ti,ppulti,0.0,0.020330101682264325
pput-ti,pputi,0.0,0.020330101682264304
pput-o,pputo,1.0,0.795191009023241
pput-o,ppulo,0.0,0.10240449548837957
pput-o,ppuo,0.0,0.10240449548837947
pput-to,pputto,1.0,0.9593397966354713
pput-to,ppulto,0.0,0.020330101682264325
pput-to,pputo,0.0,0.020330101682264304
nat-a,nata,1.0,0.795191009023241
nat-a,nala,0.0,0.10240449548837957
nat-a,naa,0.0,0.10240449548837947
nat-ta,natta,1.0,0.9593397966354713
nat-ta,nalta,0.0,0.020330101682264325
nat-ta,nata,0.0,0.020330101682264304
