Input,Output,ObservedProb,ExpectedProb
tat-a,tata,0.0,0.3339031558126523
tat-a,tala,1.0,0.35412697699163886
tat-a,taa,0.0,0.31196986719570885
tat-ta,tatta,1.0,0.9538614984217821
tat-ta,talta,0.0,0.024529298148457737
tat-ta,tata,0.0,0.021609203429760127
tat-e,tate,0.0,0.3339031558126523
tat-e,tale,1.0,0.35412697699163886
tat-e,tae,0.0,0.31196986719570885
tat-te,tatte,1.0,0.9538614984217821
tat-te,talte,0.0,0.024529298148457737
tat-te,tate,0.0,0.021609203429760127
tat-i,tati,0.0,0.3339031558126523
tat-i,tali,1.0,0.35412697699163886
tat-i,tai,0.0,0.31196986719570885
tat-ti,tatti,1.0,0.9538614984217821
tat-ti,talti,0.0,0.024529298148457737
tat-ti,tati,0.0,0.021609203429760127
jat-a,jata,0.0,0.3339031558126523
jat-a,jala,1.0,0.35412697699163886
jat-a,jaa,0.0,0.31196986719570885
jat-ta,jatta,1.0,0.9538614984217821
jat-ta,jalta,0.0,0.024529298148457737
jat-ta,jata,0.0,0.021609203429760127
jat-e,jate,0.0,0.3339031558126523
jat-e,jale,1.0,0.35412697699163886
jat-e,jae,0.0,0.31196986719570885
jat-te,jatte,1.0,0.9538614984217821
jat-te,jalte,0.0,0.024529298148457737
jat-te,jate,0.0,0.021609203429760127
jat-i,jati,0.0,0.3339031558126523
jat-i,jali,1.0,0.35412697699163886
jat-i,jai,0.0,0.31196986719570885
jat-ti,jatti,1.0,0.9538614984217821
jat-ti,jalti,0.0,0.024529298148457737
jat-ti,jati,0.0,0.021609203429760127
ket-a,keta,0.0,0.3339031558126523
ket-a,kela,1.0,0.35412697699163886
ket-a,kea,0.0,0.31196986719570885
ket-ta,ketta,1.0,0.9538614984217821
ket-ta,kelta,0.0,0.024529298148457737
ket-ta,keta,0.0,0.021609203429760127
ket-e,kete,0.0,0.3339031558126523
ket-e,kele,1.0,0.35412697699163886
ket-e,kee,0.0,0.31196986719570885
ket-te,kette,1.0,0.9538614984217821
ket-te,kelte,0.0,0.024529298148457737
ket-te,kete,0.0,0.021609203429760127
ket-i,keti,0.0,0.3339031558126523
ket-i,keli,1.0,0.35412697699163886
ket-i,kei,0.0,0.31196986719570885
ket-ti,ketti,1.0,0.9538614984217821
ket-ti,kelti,0.0,0.024529298148457737
ket-ti,keti,0.0,0.021609203429760127
pot-a,pota,0.0,0.3339031558126523
pot-a,pola,1.0,0.35412697699163886
pot-a,poa,0.0,0.31196986719570885
pot-ta,potta,1.0,0.9538614984217821
pot-ta,polta,0.0,0.024529298148457737
pot-ta,pota,0.0,0.021609203429760127
pot-e,pote,0.0,0.3339031558126523
pot-e,pole,1.0,0.35412697699163886
pot-e,poe,0.0,0.31196986719570885
pot-te,potte,1.0,0.9538614984217821
pot-te,polte,0.0,0.024529298148457737
pot-te,pote,0.0,0.021609203429760127
pot-i,poti,0.0,0.3339031558126523
pot-i,poli,1.0,0.35412697699163886
pot-i,poi,0.0,0.31196986719570885
pot-ti,potti,1.0,0.9538614984217821
pot-ti,polti,0.0,0.024529298148457737
pot-ti,poti,0.0,0.021609203429760127
chit-a,chita,0.0,0.3339031558126523
