s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p50	p51	p52	p53	p54	p55	p56	p57	p58	p59
*VcV	Max	ID-C	ID-lat
chup-dago$$$s19$p8	chupdago	1.0	1	0	0	0
	chudago	0.0	0	1	0	0
	chuwdago	0.0	0	0	1	0
	chuldago	0.0	0	0	0	1
chup-ji$$$s19$p42	chupji	1.0	1	0	0	0
	chuji	0.0	0	1	0	0
	chuwji	0.0	0	0	1	0
	chulji	0.0	0	0	0	1
gomap-daneun$$$s39$p9	gomapdaneun	1.0	1	0	0	0
	gomadaneun	0.0	0	1	0	0
	gomawdaneun	0.0	0	0	1	0
	gomaldaneun	0.0	0	0	0	1
gomap-seumnida$$$s39$p59	gomapseumnida	1.0	1	0	0	0
	gomaseumnida	0.0	0	1	0	0
	gomawseumnida	0.0	0	0	1	0
	gomalseumnida	0.0	0	0	0	1
akkap-neyo$$$s0$p58	akkapneyo	1.0	1	0	0	0
	akkaneyo	0.0	0	1	0	0
	akkawneyo	0.0	0	0	1	0
	akkalneyo	0.0	0	0	0	1
akkap-dago$$$s0$p8	akkapdago	1.0	1	0	0	0
	akkadago	0.0	0	1	0	0
	akkawdago	0.0	0	0	1	0
	akkaldago	0.0	0	0	0	1
akkap-seumnida$$$s0$p59	akkapseumnida	1.0	1	0	0	0
	akkaseumnida	0.0	0	1	0	0
	akkawseumnida	0.0	0	0	1	0
	akkalseumnida	0.0	0	0	0	1
akkap-ji$$$s0$p42	akkapji	1.0	1	0	0	0
	akkaji	0.0	0	1	0	0
	akkawji	0.0	0	0	1	0
	akkalji	0.0	0	0	0	1
akkap-deogunyo$$$s0$p10	akkapdeogunyo	1.0	1	0	0	0
	akkadeogunyo	0.0	0	1	0	0
	akkawdeogunyo	0.0	0	0	1	0
	akkaldeogunyo	0.0	0	0	0	1
bangap-da$$$s5$p6	bangapda	1.0	1	0	0	0
	bangada	0.0	0	1	0	0
	bangawda	0.0	0	0	1	0
	bangalda	0.0	0	0	0	1
eoryeop-go$$$s31$p36	eoryeopgo	1.0	1	0	0	0
	eoryeogo	0.0	0	1	0	0
	eoryeowgo	0.0	0	0	1	0
	eoryeolgo	0.0	0	0	0	1
eoryeop-da$$$s31$p6	eoryeopda	1.0	1	0	0	0
	eoryeoda	0.0	0	1	0	0
	eoryeowda	0.0	0	0	1	0
	eoryeolda	0.0	0	0	0	1
eoryeop-daneun$$$s31$p9	eoryeopdaneun	1.0	1	0	0	0
	eoryeodaneun	0.0	0	1	0	0
	eoryeowdaneun	0.0	0	0	1	0
	eoryeoldaneun	0.0	0	0	0	1
eoryeop-jiman$$$s31$p43	eoryeopjiman	1.0	1	0	0	0
	eoryeojiman	0.0	0	1	0	0
	eoryeowjiman	0.0	0	0	1	0
	eoryeoljiman	0.0	0	0	0	1
budeureop-go$$$s10$p36	budeureopgo	1.0	1	0	0	0
	budeureogo	0.0	0	1	0	0
	budeureowgo	0.0	0	0	1	0
	budeureolgo	0.0	0	0	0	1
budeureop-seumnida$$$s10$p59	budeureopseumnida	1.0	1	0	0	0
	budeureoseumnida	0.0	0	1	0	0
	budeureowseumnida	0.0	0	0	1	0
	budeureolseumnida	0.0	0	0	0	1
budeureop-ji$$$s10$p42	budeureopji	1.0	1	0	0	0
	budeureoji	0.0	0	1	0	0
	budeureowji	0.0	0	0	1	0
	budeureolji	0.0	0	0	0	1
areumdap-seumnida$$$s3$p59	areumdapseumnida	1.0	1	0	0	0
	areumdaseumnida	0.0	0	1	0	0
	areumdawseumnida	0.0	0	0	1	0
	areumdalseumnida	0.0	0	0	0	1
areumdap-da$$$s3$p6	areumdapda	1.0	1	0	0	0
	areumdada	0.0	0	1	0	0
	areumdawda	0.0	0	0	1	0
	areumdalda	0.0	0	0	0	1
areumdap-go$$$s3$p36	areumdapgo	1.0	1	0	0	0
	areumdago	0.0	0	1	0	0
	areumdawgo	0.0	0	0	1	0
	areumdalgo	0.0	0	0	0	1
swip-ge$$$s88$p32	swipge	1.0	1	0	0	0
	swige	0.0	0	1	0	0
	swiwge	0.0	0	0	1	0
	swilge	0.0	0	0	0	1
swip-go$$$s88$p36	swipgo	1.0	1	0	0	0
	swigo	0.0	0	1	0	0
	swiwgo	0.0	0	0	1	0
	swilgo	0.0	0	0	0	1
swip-da$$$s88$p6	swipda	1.0	1	0	0	0
	swida	0.0	0	1	0	0
	swiwda	0.0	0	0	1	0
	swilda	0.0	0	0	0	1
swip-ji$$$s88$p42	swipji	1.0	1	0	0	0
	swiji	0.0	0	1	0	0
	swiwji	0.0	0	0	1	0
	swilji	0.0	0	0	0	1
swip-daneun$$$s88$p9	swipdaneun	1.0	1	0	0	0
	swidaneun	0.0	0	1	0	0
	swiwdaneun	0.0	0	0	1	0
	swildaneun	0.0	0	0	0	1
aswip-neyo$$$s4$p58	aswipneyo	1.0	1	0	0	0
	aswineyo	0.0	0	1	0	0
	aswiwneyo	0.0	0	0	1	0
	aswilneyo	0.0	0	0	0	1
aswip-goyo$$$s4$p37	aswipgoyo	1.0	1	0	0	0
	aswigoyo	0.0	0	1	0	0
	aswiwgoyo	0.0	0	0	1	0
	aswilgoyo	0.0	0	0	0	1
aswip-jiman$$$s4$p43	aswipjiman	1.0	1	0	0	0
	aswijiman	0.0	0	1	0	0
	aswiwjiman	0.0	0	0	1	0
	aswiljiman	0.0	0	0	0	1
aswip-ge$$$s4$p32	aswipge	1.0	1	0	0	0
	aswige	0.0	0	1	0	0
	aswiwge	0.0	0	0	1	0
	aswilge	0.0	0	0	0	1
aswip-da$$$s4$p6	aswipda	1.0	1	0	0	0
	aswida	0.0	0	1	0	0
	aswiwda	0.0	0	0	1	0
	aswilda	0.0	0	0	0	1
himgyeop-ge$$$s45$p32	himgyeopge	1.0	1	0	0	0
	himgyeoge	0.0	0	1	0	0
	himgyeowge	0.0	0	0	1	0
	himgyeolge	0.0	0	0	0	1
dop-gi$$$s24$p35	dopgi	1.0	1	0	0	0
	dogi	0.0	0	1	0	0
	dowgi	0.0	0	0	1	0
	dolgi	0.0	0	0	0	1
dop-get$$$s24$p34	dopget	1.0	1	0	0	0
	doget	0.0	0	1	0	0
	dowget	0.0	0	0	1	0
	dolget	0.0	0	0	0	1
dop-neunda$$$s24$p54	dopneunda	1.0	1	0	0	0
	doneunda	0.0	0	1	0	0
	downeunda	0.0	0	0	1	0
	dolneunda	0.0	0	0	0	1
dop-neun$$$s24$p53	dopneun	1.0	1	0	0	0
	doneun	0.0	0	1	0	0
	downeun	0.0	0	0	1	0
	dolneun	0.0	0	0	0	1
deoreop-seumnida$$$s22$p59	deoreopseumnida	1.0	1	0	0	0
	deoreoseumnida	0.0	0	1	0	0
	deoreowseumnida	0.0	0	0	1	0
	deoreolseumnida	0.0	0	0	0	1
deoreop-ge$$$s22$p32	deoreopge	1.0	1	0	0	0
	deoreoge	0.0	0	1	0	0
	deoreowge	0.0	0	0	1	0
	deoreolge	0.0	0	0	0	1
deoreop-go$$$s22$p36	deoreopgo	1.0	1	0	0	0
	deoreogo	0.0	0	1	0	0
	deoreowgo	0.0	0	0	1	0
	deoreolgo	0.0	0	0	0	1
deoreop-neyo$$$s22$p58	deoreopneyo	1.0	1	0	0	0
	deoreoneyo	0.0	0	1	0	0
	deoreowneyo	0.0	0	0	1	0
	deoreolneyo	0.0	0	0	0	1
tteugeop-ge$$$s89$p32	tteugeopge	1.0	1	0	0	0
	tteugeoge	0.0	0	1	0	0
	tteugeowge	0.0	0	0	1	0
	tteugeolge	0.0	0	0	0	1
tteugeop-ji$$$s89$p42	tteugeopji	1.0	1	0	0	0
	tteugeoji	0.0	0	1	0	0
	tteugeowji	0.0	0	0	1	0
	tteugeolji	0.0	0	0	0	1
sikkeureop-da$$$s80$p6	sikkeureopda	1.0	1	0	0	0
	sikkeureoda	0.0	0	1	0	0
	sikkeureowda	0.0	0	0	1	0
	sikkeureolda	0.0	0	0	0	1
sikkeureop-go$$$s80$p36	sikkeureopgo	1.0	1	0	0	0
	sikkeureogo	0.0	0	1	0	0
	sikkeureowgo	0.0	0	0	1	0
	sikkeureolgo	0.0	0	0	0	1
jeulgeop-go$$$s55$p36	jeulgeopgo	1.0	1	0	0	0
	jeulgeogo	0.0	0	1	0	0
	jeulgeowgo	0.0	0	0	1	0
	jeulgeolgo	0.0	0	0	0	1
